state,elctn_d,jrsdct_,cnty_nm,prcnct_,mncplty,name,address,In_Ohio,moved_or_closed,GEOID,pop_change,bg_pct_nonwhite,bg_population,Total,county_name
OH,2012-11-06,county,COLUMBIANA,15AAH,EAST LIVERPOOL,TRINITY PRESBYTERIAN CHURCH,"110 MAINE BV., EAST LIVERPOOL, OH, 43920",1,0,390299523003,0.8209033613445378,0.2264875239923224,1563,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AAL,EAST LIVERPOOL,EAST LIVERPOOL CITY HALL,"126 W. 6TH ST., EAST LIVERPOOL, OH, 43920",1,0,390299521002,1.0747282608695652,0.1378002528445006,791,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AAP,EAST LIVERPOOL,FAWCETT APARTMENTS,"325 MOORE ST., EAST LIVERPOOL, OH, 43920",1,0,390299520001,1.3198458574181118,0.01751824817518243,685,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AAQ,EAST LIVERPOOL,UNITED BRETHREN IN CHRIST CHUR,"528 GRANDVIEW ST, EAST LIVERPOOL, OH, 43920",1,0,390299519003,0.9429967426710097,0.022020725388601,2316,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AAS,EAST PALESTINE,EAST PALESTINE FIRE STATION,"67 EAST CLARK ST., EAST PALESTINE, OH, 44413",1,0,390299515002,1.0121951219512195,0.08762322015334068,913,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AAU,EAST PALESTINE,CHURCH OF CHRIST,"20 W. MARTIN ST., EAST PALESTINE, OH, 44413",1,0,390299501002,0.9991460290350128,0.09572649572649572,1170,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AAW,EAST PALESTINE,FIRST PRESBYTERIAN CHURCH,"109 W. REBECCA ST., EAST PALESTINE, OH, 44413",1,0,390299515004,0.906832298136646,0,292,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABA,SALEM,SMITH CENTER,"500 E. 4TH ST., SALEM, OH, 44460",1,0,390299506005,1.6741573033707866,0.2796420581655481,894,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABC,SALEM,BUCKEYE ELEMENTARY SCHOOL,"1200 BUCKEYE AV., SALEM, OH, 44460",1,1,390299507001,0.911901983663944,0.08829174664107486,1563,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABE,SALEM,SALEM CITY HALL,"231 S. BROADWAY, SALEM, OH, 44460",1,0,390299505001,2.0023529411764707,0.23384253819036427,851,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABF,SALEM,SOUTHEAST FRIENDS CHURCH,"1300 FRANKLIN AV., SALEM, OH, 44460",1,0,390299505006,1.0049900199600799,0.054617676266137,1007,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABI,SALEM,MEMORIAL BUILDING,"785 E. STATE ST., SALEM, OH, 44460",1,0,390299505001,2.0023529411764707,0.23384253819036427,851,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABJ,SALEM,SALEM SENIOR HIGH SCHOOL,"1200 E. 6TH ST., SALEM, OH, 44460",1,0,390299506004,1.1582978723404256,0,1361,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABL,SALEM,DONNELL FORD,"152 CONTINENTAL DR., SALEM, OH, 44460",1,0,390299506002,0.8911253430924062,0.06057494866529778,974,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABM,SALEM,SOUTHEAST ELEMENTARY SCHOOL,"2200 MERLE RD., SALEM, OH, 44460",1,0,390299505006,1.0049900199600799,0.054617676266137,1007,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABN,SALEM,REILLY ELEMENTARY SCHOOL,"491 REILLY AV., SALEM, OH, 44460",1,1,390299505001,2.0023529411764707,0.23384253819036427,851,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABQ,WELLSVILLE,GATEWAY WEST (SHOUB TOWERS),"500 MAIN ST., WELLSVILLE, OH, 43968",1,0,390299518002,0.8236865538735529,0.1610810810810811,925,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABR,WELLSVILLE,VILLAGE HALL,"1200 MAIN ST., WELLSVILLE, OH, 43968",1,0,390299518003,0.8885542168674698,0.05254237288135588,590,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABV,WELLSVILLE,WELLSVILLE HIGH SCHOOL,"1 BENGAL BV., WELLSVILLE, OH, 43968",1,0,390299518004,0.8733880422039859,0.1046979865771812,745,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABX,SALEM,BUTLER TWP. GARAGE,"2974 SLATER RD., SALEM, OH, 43968",1,0,390299508003,1.205655526992288,0.00355366027007819,1407,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABY,SALEM,DAMASCUS UNITED METH CHURCH,"260 VALLEY RD., SALEM, OH, 44460",1,0,390299508003,1.205655526992288,0.00355366027007819,1407,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ABZ,WINONA,WINONA FRIENDS CHURCH,"4615 WHINNERY RD., WINONA, OH, 44493",1,0,390299508002,0.7148760330578512,0.02890173410404628,1038,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACB,LISBON,LISBON BAPTIST TEMPLE,"6428 LISBON RD., LISBON, OH, 44432",1,0,390299511001,1.1866554054054055,0.02064056939501779,1405,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACC,LISBON,ST. GEORGE PARISH HALL,"278 W. HIGH ST., LISBON, OH, 44432",1,0,390299511003,1.2216427640156453,0.06189967982924227,937,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACD,LISBON,COLUMBIANA COUNTY CAREER CNT.,"9364 SR 45, LISBON, OH, 44432",1,0,390299514004,0.7465194431108978,0.01093247588424439,1555,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACH,LISBON,LISBON FIRST UNITED METHODIST,"114 E. WASHINGTON ST., LISBON, OH, 44432",1,0,390299511005,1.1842456608811749,0.01465614430665163,887,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACJ,ELKTON,ELKTON METHODIST CHURCH,"42490 FAIRMONT RD., ELKTON, OH, 44415",1,0,390299514002,1.00505220613001,0.42325737265415553,2984,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACK,ROGERS,ROGERS COMMUNITY AUCTION,"45625 ST RT 154, ROGERS, OH, 44455",1,1,390299514002,1.00505220613001,0.42325737265415553,2984,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACM,COLUMBIANA,CRESTVIEW MIDDLE SCHOOL,"44100 CRESTVIEW RD., COLUMBIANA, OH, 44408",1,1,390299503003,0.890961262553802,0.02898550724637683,1863,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACN,COLUMBIANA,PHIL S SALES AND SERVICE,"1472 SR 164, COLUMBIANA, OH, 44408",1,1,390299503003,0.890961262553802,0.02898550724637683,1863,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACP,NEW WATERFORD,EAST FAIRFIELD METHODIST CHRCH,"45675 SR 558, NEW WATERFORD, OH, 44445",1,0,390299514005,1.0465320456540825,0.08557046979865768,1192,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACQ,COLUMBIANA,COPELAND HILLS GOLF COURSE,"41703 METZ RD, COLUMBIANA, OH, 44408",1,1,390299503003,0.890961262553802,0.02898550724637683,1863,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACR,COLUMBIANA,COLUMBIANA PUBLIC LIBRARY,"332 N. MIDDLE ST., COLUMBIANA, OH, 44408",1,0,390299503001,1.1129234629861982,0,887,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACS,COLUMBIANA,FIRST UNITED METHODIST CHURCH,"210 S. MAIN ST., COLUMBIANA, OH, 44408",1,0,390299502003,0.617879746835443,0.0793854033290653,781,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACT,COLUMBIANA,FIRST PRESBYTERIAN CHURCH,"28 E. PARK AV., COLUMBIANA, OH, 44408",1,0,390299502001,1.0387387387387388,0,1153,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACV,COLUMBIANA,HARMONY VILLAGE SOCIAL ROOM,"903 S. MAIN ST., COLUMBIANA, OH, 44408",1,0,390299502005,1.2290748898678414,0.05734767025089604,558,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ACZ,SUMMITVILLE,FRANKLIN TWP. FIRE DEPT.,"32046 SPRUCE ST., SUMMITVILLE, OH, 43962",1,0,390299512002,0.837956847203875,0.03573305307409358,1903,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADB,HANOVERTON,NEW GARDEN METHODIST CHURCH,"7165 SR 9, HANOVERTON, OH, 44423",1,1,390299510001,0.8626929217668973,0.02282541640962365,1621,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADC,LISBON,GUILFORD LAKE RURITAN CLUB,"SR 172, LISBON, OH, 44432",1,0,390299511002,0.8189038919777601,0.0678952473326867,1031,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADD,KENSINGTON,KENSINGTON CHRISTIAN CHURCH,"MILLER ST., KENSINGTON, OH, 44427",1,0,390299510002,1.262828535669587,0.01684836471754214,1009,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADF,BELOIT,WESTVILLE SKATING RINK,"26701 SR 62, BELOIT, OH, 44609",1,0,390998130004,0.8787210584343991,0.03513174404015051,797,3728,Mahoning County
OH,2012-11-06,county,COLUMBIANA,15ADG,ALLIANCE,MILE BRANCH GRANGE,"495 KNOX SCHOOL RD., ALLIANCE, OH, 44601",1,0,390299509002,1.0382634289919057,0.02834868887313957,1411,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADH,NORTH GEORGETOWN,EMMANUEL LUTHERAN CHURCH,"27485 MAIN ST., NORTH GEORGETOWN, OH, 44665",1,0,390299509001,1.2578268876611418,0.0190336749633968,683,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADI,HOMEWORTH,HOMEWORTH FIRE STATION,"P.O. BOX 2, HOMEWORTH, OH, 44634",1,1,390299509003,0.870232788509163,0.01536710301650545,1757,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADJ,EAST LIVERPOOL,LIVER. TWP. FIRE STATION EAST,"ANDERSON BV., EAST LIVERPOOL, OH, 43920",1,0,390299524001,0.921875,0.07005649717514129,885,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADM,EAST LIVERPOOL,LIVER.TWP FIRE STATION - WEST,"SHERWOOD AV, EAST LIVERPOOL, OH, 43920",1,0,390299519003,0.9429967426710097,0.022020725388601,2316,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADN,EAST LIVERPOOL,CAMPGROUND COMMUNITY CHURCH,"1795 HESS RD., EAST LIVERPOOL, OH, 43920",1,0,390299517005,0.7405731523378583,0,491,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADO,WELLSVILLE,YELLOW CREEK PRESBYTERIAN CH.,"17365 SR 45, WELLSVILLE, OH, 43968",1,0,390299517004,1.0411061285500747,0.03015075376884424,1393,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADP,LISBON,HOPE CHRISTIAN FELLOWSHIP,"13320 S.R. 7, LISBON, OH, 44432",1,0,390299516003,1.1215517241379311,0.00999231360491925,1301,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADQ,WEST POINT,W. POINT CHURCH OF NAZARENE,"13334 WEST POINT RD., WEST POINT, OH, 44492",1,0,390299513002,1.0236578707916288,0.02133333333333331,1125,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADR,ROGERS,MT. ZION UNITED METH. CHURCH,"49255 PANCAKE CLARKSON RD, ROGERS, OH, 44455",1,0,390299516002,0.8233295583238958,0,727,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADS,P.O.BOX 178 NEGLEY,NEGLEY VOL. FIRE DEPT.,"50683 RICHARDSON ST., P.O.BOX 178 NEGLEY, OH, 44441",1,0,390299514001,1.10678531701891,0.02211055276381912,995,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADU,ROGERS,ROGERS VILLAGE HALL,"7536 HIGHLAND AVE, ROGERS, OH, 44455",1,0,390299514002,1.00505220613001,0.42325737265415553,2984,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADW,SALEM,PERRY TWP. ADMINISTRATION BLDG,"2198 N. ELLSWORTH AVE., SALEM, OH, 44460",1,0,390299506001,0.7593643586833144,0.05680119581464871,1338,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADY,SALEM,BLOSSOM NURSING HOME,"109 BLOSSOM LANE, SALEM, OH, 44460",1,0,390299507003,0.960016835016835,0.06006137658921529,2281,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15ADZ,SALEM,PERRY TWP. SOUTH STATION,"1320 DEPOT RD., SALEM, OH, 44460",1,0,390299505005,0.8387096774193549,0,936,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AED,EAST LIVERPOOL,ST. CLAIR TWP. ADMIN. BUILDING,"15442 PUGH RD., EAST LIVERPOOL, OH, 43920",1,0,390299516004,0.8423982869379015,0.04270462633451954,1967,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEF,EAST LIVERPOOL,LONGS RUN PRESBYTERIAN CHURCH,"15851 LONGS CHURCH RD., EAST LIVERPOOL, OH, 43920",1,0,390299516004,0.8423982869379015,0.04270462633451954,1967,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEG,EAST LIVERPOOL,GLENMOOR PRESBYTERIAN CHURCH,"16410 SR 267, EAST LIVERPOOL, OH, 43920",1,0,390299517002,1.2280524722502524,0.02300739523418238,1217,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEM,LEETONIA,ST JACOB S UNITED CHURCH OF CH,"5219 ST. JACOB-LOGTOWN RD, LEETONIA, OH, 44431",1,0,390299504003,1.039647577092511,0.00918079096045199,1416,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEO,SALEM,PHILLIPS CHRISTIAN CHURCH,"35459 SALEM GRANGE RD., SALEM, OH, 44460",1,0,390299504003,1.039647577092511,0.00918079096045199,1416,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEQ,LEETONIA,AMERICAN LEGION/POST 131,"540 MAIN ST (LOWER LEVEL), LEETONIA, OH, 44431",1,0,390299503005,1.0658082975679541,0.04697986577181212,745,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AET,NEW WATERFORD,NEW WATERFORD FIRE HALL,"3766 E. MAIN ST., NEW WATERFORD, OH, 44445",1,1,390299501004,1.0340404538727184,0.01383587786259543,2096,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEU,EAST PALESTINE,UNITY TWP. OFFICE,"1430 BROOKDALE AV., EAST PALESTINE, OH, 44413",1,0,390299501002,0.9991460290350128,0.09572649572649572,1170,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEW,NEW WATERFORD,NEW WATERFORD VILL. HALL,"3760 VILLAGE PARK DR., NEW WATERFORD, OH, 44445",1,0,390299501004,1.0340404538727184,0.01383587786259543,2096,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEY,SALINEVILLE,HIGHLANDTOWN VOL. FIRE STATION,"18371 STEUB. PIKE ROAD, SALINEVILLE, OH, 43945",1,1,390299513003,1.3940886699507389,0.04416961130742047,1132,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AEZ,SALINEVILLE,SALINEVILLE VOL. FIRE DEPT.,"34 WASHINGTON ST., SALINEVILLE, OH, 43945",1,0,390299512003,0.860573199070488,0.00540054005400536,1111,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AFB,LISBON,WAYNE TWP. HOUSE,"13209 SR 164, LISBON, OH, 44432",1,0,390299512002,0.837956847203875,0.03573305307409358,1903,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AFC,MINERVA,WEST TWP. ADMIN. BUILDING,"8610 KNOX SCHOOL RD., MINERVA, OH, 44657",1,0,390299510003,1.2037533512064342,0.11024498886414258,1796,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AFD,EAST ROCHESTER,WEST ELEMENTARY SCHOOL,"24604 SR 30, EAST ROCHESTER, OH, 44625",1,0,390299510004,0.8407382091592618,0.10325203252032522,1230,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AFE,EAST ROCHESTER,N. ALEX. CHRISTIAN CHURCH,"7665 ROCHESTER RD., EAST ROCHESTER, OH, 44625",1,0,390299510003,1.2037533512064342,0.11024498886414258,1796,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AFF,WELLSVILLE,HILLCREST COMMUNITY HALL,"SR 45 HILLCREST, WELLSVILLE, OH, 43968",1,0,390299519001,0.9773123909249564,0.04821428571428576,560,3021,Columbiana County
OH,2012-11-06,county,COLUMBIANA,15AFH,WELLSVILLE,OAKRIDGE PRESBYTERIAN CHURCH,"42070 OAKRIDGE RD., WELLSVILLE, OH, 43968",1,0,390299513004,0.8016393442622951,0.07157464212678932,489,3021,Columbiana County
OH,2012-11-06,county,COSHOCTON,16AAA,COSHOCTON,COSHOCTON VILLAGE INN & SUITES,"115 N WATER ST, COSHOCTON, OH, 43812",1,0,390319614002,0.8864592094196804,0.00664136622390887,1054,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAG,COSHOCTON,EMMANUEL LUTHERAN CHURCH,"1500 PLEASANT VALLEY DR, COSHOCTON, OH, 43812",1,0,390319616003,0.8543956043956044,0.05144694533762062,622,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAP,WARSAW,CAMP ECHOING HILLS,"36272 TR 79, WARSAW, OH, 43844",1,0,390319611003,0.9760147601476015,0.1266540642722117,1587,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAQ,COSHOCTON,PRAIRIE CHAPEL U M CHURCH,"45494 CR 23, COSHOCTON, OH, 43812",1,0,390319610004,0.9178541492036881,0.0511415525114155,1095,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAR,SPRING MOUNTAIN,MONROE TOWNSHIP HOUSE,"38109 CR 33, SPRING MOUNTAIN, OH, 43844",1,0,390319611001,1.166992824527071,0.01341531581889321,1789,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAS,FRESNO,CHILI CROSSROAD BIBLE CHURCH,"CR 10 & TR 235 INTERSECT, FRESNO, OH, 43824",1,1,390319609001,0.8786089238845144,0,1339,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAT,CONESVILLE,CONESVILLE FIRE STATION,"CR 483, CONESVILLE, OH, 43811",1,0,390319612002,0.8869047619047619,0.00335570469798662,596,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAU,COSHOCTON,ROSCOE UNITED METHODIST CHURCH,"475 HIGH STREET, COSHOCTON, OH, 43812",1,0,390319613004,0.961436170212766,0.13278008298755184,723,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAW,WARSAW,OLD NELLIE SCHOOL HOUSE,"300 BRIDGE ST. NELLIE, WARSAW, OH, 43844",1,1,390319611002,1.15015015015015,0.0174064403829417,1149,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16AAY,COSHOCTON,KEENE GRANGE HALL,"ST RT 83 & CR 12, COSHOCTON, OH, 43812",1,1,390319610001,1.172465960665658,0,1550,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16ABA,WEST LAFAYETTE,FIRST BAPTIST CHURCH,"688 E. MAIN STREET, WEST LAFAYETTE, OH, 43845",1,0,390319618002,1.0575594781273983,0.09361393323657474,1378,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16ABE,PLAINFIELD,LINTON COMMUNITY CENTER,"BAKER AVENUE, PLAINFIELD, OH, 43836",1,1,390319612001,1.00139470013947,0.05292479108635095,718,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16ABF,NEWCOMERSTOWN,ISLETA METHODIST CHURCH,"58608 CR 9, NEWCOMERSTOWN, OH, 43832",1,1,390319618001,0.9085667215815486,0.03898458748866729,1103,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16ABH,COSHOCTON,SOUTH TUSCARAWAS FIRE STATION,"CEDAR STREET, COSHOCTON, OH, 43812",1,1,390319614003,0.7408088235294118,0.00992555831265507,806,3423,Coshocton County
OH,2012-11-06,county,COSHOCTON,16ABQ,FRESNO,FRESNO BIBLE CHURCH,"24629 SR 93, FRESNO, OH, 43824",1,0,390319609002,1.0149253731343284,0.01078431372549015,1020,3423,Coshocton County
OH,2012-11-06,county,CRAWFORD,17-P-AAA,BUCYRUS,FAIRGROUNDS YOUTH BUILDING,"610 WHETSTONE ST, BUCYRUS, OH, 44820",1,0,390339746001,0.933695652173913,0,859,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-AAT,CRESTLINE,CALVARY UN. CHURCH OF CHRIST,"511 HEISER CT., CRESTLINE, OH, 44827",1,1,390339748002,0.9181605611847233,0.05687606112054333,1178,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-AAW,CRESTLINE,SOUTH EAST ELEMENTARY SCHOOL,"0 E ARNOLD ST, CRESTLINE, OH, 44827",1,1,390339749004,0.7756849315068494,0.02428256070640178,453,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ABB,GALION,GALION HIGH SCHOOL,"472 PORTLAND WAY N, GALION, OH, 44833",1,0,390339750001,1.1022076860179886,0.00667655786350152,1348,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ABR,TIR,AUBURN-TIRO FIRE STATION,"0 ST RT 39, TIR, OH, 44887",1,1,390339741004,1.006217616580311,0.04737384140061795,971,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ABS,BUCYRUS,BUCYRUS TOWNSHIP BUILDING,"1594 MT. ZION RD., BUCYRUS, OH, 44820",1,1,390339742002,1.0846153846153845,0.0121580547112462,987,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ABT,CHATFIELD,CHATFIELD TWP FIRE DEPT.,"3550 CHATFIELD CENTER RD., CHATFIELD, OH, 44825",1,1,390339741002,1.1943462897526502,0.0177514792899408,676,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ABU,NEW WASHINGTON,BUCKEYE CENTRAL HIGH SCHOOL,"938 S. KIBLER ST., NEW WASHINGTON, OH, 44854",1,0,390339741001,0.9668284789644013,0.06610878661087871,1195,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ABX,MARION,FIRE DEPARTMENT IN MONNETT,"1491 ST RT 294, MARION, OH, 43302",1,1,390339742004,1.123510292524377,0.0096432015429122,1037,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ABY,BUCYRUS,HOLMES TWP. FIRE DEPARTMENT,"4381 HOLMES CENTER RD., BUCYRUS, OH, 44820",1,1,390339742003,0.819537658463833,0,1099,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACA,CRESTLINE,JACKSON TWP. HALL,"850 W. BUCYRUS ST., CRESTLINE, OH, 44827",1,1,390339749001,0.9371941272430668,0.03742384682332467,1149,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACB,GALION,JEFFERSON TOWNSHIP FIRE DEPT,"2119 ST RT 598, GALION, OH, 44833",1,0,390339749001,0.9371941272430668,0.03742384682332467,1149,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACD,BUCYRUS,CONSERVATION LEAGUE,"3477 ST RT 98, BUCYRUS, OH, 44820",1,0,390339744001,1.1087136929460581,0.06736526946107779,1336,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACF,LYKENS,LYKENS COMMUNITY HALL,"0 ST RT 19, LYKENS, OH, 44818",1,1,390339742001,0.8379120879120879,0.03715846994535521,915,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACK,TIR,SANDUSKY TOWNSHIP HALL,"5985 MC INTYRE RD., TIR, OH, 44887",1,0,390339747002,0.8383905013192612,0.02989771833202204,1271,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACL,BENTON,OUR MASTERS CHAPEL FELLOWSHIP HALL,"306 WASHINGTON ST., BENTON, OH, 44882",1,0,390339742001,0.8379120879120879,0.03715846994535521,915,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACM,OCEOLA,TOD TOWNSHIP HALL,"413 HIGH ST, OCEOLA, OH, 44860",1,1,390339742002,1.0846153846153845,0.0121580547112462,987,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACN,CRESTLINE,VERNON TOWNSHIP HALL,"7163 ST RT 96, CRESTLINE, OH, 44827",1,0,390339741004,1.006217616580311,0.04737384140061795,971,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACO,BUCYRUS,WHETSTONE TOWNSHIP HALL,"1820 ST RT 19, BUCYRUS, OH, 44820",1,0,390339747004,0.8297872340425532,0,546,3040,Crawford County
OH,2012-11-06,county,CRAWFORD,17-P-ACR,BUCYRUS,FIRE DEPT. NEW WINCHESTER,"398 NEW WINCHESTER CNT RD., BUCYRUS, OH, 44820",1,0,390339742004,1.123510292524377,0.0096432015429122,1037,3040,Crawford County
OH,2012-11-06,county,CUYAHOGA,18-P-AAA,BAY VILLAGE,BAY PRESBYTERIAN CHURCH,"25415 LAKE ROAD, BAY VILLAGE, OH, 44140",1,0,390351301063,1.0587768069896744,0.07501875468867214,1333,3584,Cuyahoga County
OH,2012-11-06,county,CUYAHOGA,18-P-AAH,BAY VILLAGE,BAY VILLAGE MIDDLE SCHOOL,"27725 WOLF ROAD, BAY VILLAGE, OH, 44140",1,0,390351301041,0.9680511182108626,0.02392739273927391,1212,3584,Cuyahoga County
OH,2012-11-06,county,CUYAHOGA,18-P-AAI,BAY VILLAGE,KNICKERBOCKER APARTMENTS,"27100 KNICKERBOCKER ROAD, BAY VILLAGE, OH, 44140",1,0,390351301053,1.0382165605095541,0.04517568321249299,1793,3584,Cuyahoga County
OH,2012-11-06,county,CUYAHOGA,18-P-AAQ,BAY VILLAGE,BAY HIGH SCHOOL,"29230 WOLF ROAD, BAY VILLAGE, OH, 44140",1,0,390351301041,0.9680511182108626,0.02392739273927391,1212,3584,Cuyahoga County
OH,2012-11-06,county,CUYAHOGA,18-P-AAV,BAY VILLAGE,ST. BARNABAS EPISCOPAL CHURCH,"468 BRADLEY ROAD, BAY VILLAGE, OH, 44140",1,0,390351301033,1.0341255332114565,0.04360636417206831,1697,3584,Cuyahoga County
OH,2012-11-06,county,CUYAHOGA,18-P-ABD,BEACHWOOD,HILLTOP ELEMENTARY SCHOOL,"24524 HILLTOP DRIVE, BEACHWOOD, OH, 44122",1,0,390351311031,1.0994764397905759,0.12857142857142856,840,3584,Cuyahoga County
OH,2012-11-06,county,CUYAHOGA,18-P-ABE,BEACHWOOD,BEACHWOOD HIGH SCHOOL,"25100 FAIRMOUNT BOULEVARD, BEACHWOOD, OH, 44122",1,0,390351311034,1.0009891196834817,0.19367588932806323,1012,3584,Cuyahoga County
OH,2012-11-06,county,CUYAHOGA,18-P-ABG,BEACHWOOD,BRYDEN ELEMENTARY SCHOOL,"25501 BRYDEN AVENUE, BEACHWOOD, OH, 44122",1,0,390351311021,1.0664835164835165,0.30345182895414735,1941,3584,Cuyahoga County
